timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-11-20T22:38:59.839393,DOGE-USDT,long,0.1496,0.1492,1000.00000000,-0.3700,0.1494,-0.5194,109.53384,trailing_stop,0.00
2025-11-20T22:40:37.671074,ETH-USDT,long,2862.0000,2861.1700,0.05200000,-0.0432,0.1488,-0.1920,114.891311,trailing_stop,0.00
2025-11-20T22:44:07.693063,XRP-USDT,long,2.0952,2.0949,85.00000000,-0.0262,0.1781,-0.2043,112.737072,trailing_stop,0.00
2025-11-20T22:46:43.848968,DOGE-USDT,long,0.1497,0.1494,1000.00000000,-0.2600,0.1495,-0.4095,114.075435,trailing_stop,0.00
2025-11-20T22:50:06.712279,ETH-USDT,long,2859.2200,2856.3300,0.05200000,-0.1503,0.1486,-0.2989,121.083772,trailing_stop,0.00
2025-11-20T22:54:27.938316,XRP-USDT,long,2.1041,2.1027,84.00000000,-0.1176,0.1767,-0.2943,139.469247,trailing_stop,0.00
2025-11-20T23:00:12.522882,ETH-USDT,long,2857.0000,2855.3400,0.05200000,-0.0863,0.1485,-0.2348,144.390799,trailing_stop,0.00
2025-11-20T23:01:31.473253,SOL-USDT,long,135.2000,135.0900,1.44000000,-0.1584,0.1946,-0.3530,114.911144,trailing_stop,0.00
2025-11-20T23:02:02.083496,XRP-USDT,long,2.1078,2.1009,85.00000000,-0.5865,0.1789,-0.7654,111.200434,trailing_stop,0.00
2025-11-20T23:08:45.849096,DOGE-USDT,long,0.1507,0.1507,1000.00000000,0.0100,0.1507,-0.1407,110.274275,trailing_stop,0.00
2025-11-20T23:29:11.391377,DOGE-USDT,long,0.1516,0.1515,1000.00000000,-0.0700,0.1516,-0.2216,0.0,trailing_stop,0.00
2025-11-21T00:06:31.724172,DOGE-USDT,long,0.1511,0.1510,1000.00000000,-0.1300,0.1510,-0.2810,0.0,trailing_stop,0.00
2025-11-21T00:14:40.569647,DOGE-USDT,long,0.1510,0.1509,1000.00000000,-0.0800,0.1510,-0.2310,294.366967,trailing_stop,0.00
2025-11-21T00:21:59.664202,ETH-USDT,long,2862.3600,2859.5200,0.05200000,-0.1477,0.1488,-0.2964,3475.174968,trailing_stop,0.00
2025-11-21T00:26:40.447972,DOGE-USDT,long,0.1528,0.1527,1000.00000000,-0.0800,0.1528,-0.2328,0.0,trailing_stop,0.00
2025-11-21T00:39:44.021370,ETH-USDT,long,2878.1500,2879.5800,0.05200000,0.0744,0.1497,-0.0753,133.121072,trailing_stop,0.00
2025-11-21T00:40:08.390088,DOGE-USDT,long,0.1528,0.1527,1000.00000000,-0.0900,0.1528,-0.2428,104.961591,trailing_stop,0.00
2025-11-21T00:44:01.966749,DOGE-USDT,long,0.1525,0.1527,60.00000000,0.0114,0.0092,0.0022,99.404258,trailing_stop,5.56
2025-11-21T00:53:06.636896,DOGE-USDT,long,0.1524,0.1521,1000.00000000,-0.2200,0.1522,-0.3722,110.696365,trailing_stop,5.26
2025-11-21T00:58:44.150525,ETH-USDT,long,2890.0000,2885.7900,0.05200000,-0.2189,0.1502,-0.3691,106.29258,trailing_stop,5.00
2025-11-21T01:16:28.606335,DOGE-USDT,long,0.1530,0.1529,1000.00000000,-0.0700,0.1529,-0.2229,0.0,trailing_stop,4.76
2025-11-21T01:18:33.945547,ETH-USDT,long,2901.0000,2901.1700,0.05200000,0.0088,0.1509,-0.1420,108.225152,trailing_stop,4.55
2025-11-21T01:22:03.602618,ETH-USDT,long,2901.1800,2898.6400,0.05200000,-0.1321,0.1508,-0.2829,101.008824,trailing_stop,4.35
2025-11-21T01:28:18.236391,ETH-USDT,long,2899.7500,2900.9300,0.05200000,0.0614,0.1508,-0.0895,95.429036,trailing_stop,4.17
2025-11-21T01:32:55.729355,DOGE-USDT,long,0.1555,0.1541,1000.00000000,-1.3300,0.1548,-1.4848,103.900021,trailing_stop,4.00
2025-11-21T01:35:10.203369,ETH-USDT,long,2898.5700,2897.5000,0.05200000,-0.0556,0.1507,-0.2063,114.381447,trailing_stop,3.85
2025-11-21T02:39:00.285926,BTC-USDT,short,86140.8000,86362.2000,0.00170000,-0.3764,0.1466,-0.5230,118.665548,trailing_stop,3.70
2025-11-21T02:44:33.684665,BTC-USDT,short,86412.2000,86528.3000,0.00170000,-0.1974,0.1470,-0.3444,201.270584,trailing_stop,3.57
2025-11-21T02:49:16.245373,BTC-USDT,short,86027.2000,86271.9000,0.00170000,-0.4160,0.1465,-0.5624,113.936292,trailing_stop,3.45
2025-11-21T03:06:03.359086,SOL-USDT,short,134.1100,135.9400,1.44000000,-2.6352,0.1944,-2.8296,1035.785725,trailing_stop,3.33
2025-11-21T03:15:28.124497,BTC-USDT,short,86657.8000,87191.7000,0.00170000,-0.9076,0.1478,-1.0554,1269.017505,trailing_stop,3.23
2025-11-21T03:49:37.142989,ETH-USDT,long,2890.0000,2884.3600,0.05200000,-0.2933,0.1501,-0.4434,113.948446,trailing_stop,3.12
2025-11-21T03:55:58.930303,ETH-USDT,long,2902.1000,2899.0100,0.05200000,-0.1607,0.1508,-0.3115,107.251274,trailing_stop,3.03
2025-11-21T04:21:07.275371,ETH-USDT,short,2890.0600,2893.1000,0.05200000,-0.1581,0.1504,-0.3084,659.38052,trailing_stop,2.94
2025-11-21T04:35:25.477456,SOL-USDT,long,135.9614,135.7900,0.56000000,-0.0960,0.0761,-0.1721,114.890806,trailing_stop,2.86
2025-11-21T05:41:52.192542,SOL-USDT,short,133.6900,133.8900,0.57000000,-0.1140,0.0763,-0.1903,152.958522,trailing_stop,2.78
2025-11-21T05:44:25.383416,DOGE-USDT,short,0.1484,0.1484,990.00000000,-0.0099,0.1469,-0.1568,109.69534,trailing_stop,2.70
2025-11-21T05:50:55.460050,SOL-USDT,short,133.7200,133.7800,1.43000000,-0.0858,0.1913,-0.2771,160.662795,trailing_stop,2.63
