timestamp,symbol,side,price,size,fee,fee_currency,order_id,trade_id,pos_side,pnl
2025-12-03T20:05:22.802000,BTC-USDT,buy,93150.0,0.12,-0.05589,USDT,3096373551039057920,2498466802,long,
2025-12-03T20:05:40.312000,DOGE-USDT,buy,0.1527,0.01,-0.0007635,USDT,3096374138577162240,1517815125,long,
2025-12-03T20:05:40.313000,DOGE-USDT,buy,0.1527,0.71,-0.0542085,USDT,3096374138577162240,1517815126,long,
2025-12-03T20:06:35.216000,BTC-USDT,sell,92998.7,0.12,-0.05579922,USDT,3096375980849696768,2498469297,long,
2025-12-03T20:07:22.373000,DOGE-USDT,sell,0.1529,0.43,-0.0328735,USDT,3096377563176046592,1517815658,long,
2025-12-03T20:07:27.990000,DOGE-USDT,sell,0.1529,0.17,-0.0129965,USDT,3096377751651291136,1517815659,long,
2025-12-03T20:07:33.750000,DOGE-USDT,sell,0.1529,0.07,-0.0053515,USDT,3096377944924819456,1517815661,long,
2025-12-03T20:07:35.296000,BTC-USDT,buy,92992.7,0.15,-0.069744525,USDT,3096377996766416896,2498470051,long,
2025-12-03T20:07:35.296000,BTC-USDT,buy,92990.0,0.01,-0.0046495,USDT,3096377996766416896,2498470050,long,
2025-12-03T20:07:35.296000,BTC-USDT,buy,92988.6,0.01,-0.00464943,USDT,3096377996766416896,2498470049,long,
2025-12-03T20:07:35.296000,BTC-USDT,buy,92979.3,0.01,-0.004648965,USDT,3096377996766416896,2498470048,long,
2025-12-03T20:07:39.444000,DOGE-USDT,sell,0.1529,0.03,-0.0022935,USDT,3096378135950200832,1517815663,long,
2025-12-03T20:07:45.083000,DOGE-USDT,sell,0.1529,0.01,-0.0007645,USDT,3096378325197197312,1517815665,long,
2025-12-03T20:07:50.748000,DOGE-USDT,sell,0.1529,0.01,-0.0007645,USDT,3096378515283054592,1517815667,long,
2025-12-03T20:08:47,BTC-USDT,sell,92958.1,0.18,-0.08366229,USDT,3096380402786963456,2498470712,long,
2025-12-03T20:09:04.701000,DOGE-USDT,buy,0.153,0.72,-0.05508,USDT,3096380996700409856,1517815678,long,
2025-12-03T20:12:00.762000,SOL-USDT,buy,166.1,0.36,-0.029898,USDT,3096386904327262208,1426945721,long,
2025-12-03T20:16:25.553000,XRP-USDT,sell,2.1758,0.49,-0.0533071,USDT,3096395789272420352,823444043,long,
2025-12-03T20:17:27.362000,XRP-USDT,sell,2.1787,0.49,-0.05337815,USDT,3096397863238307840,823444212,short,
2025-12-03T20:17:44.288000,SOL-USDT,sell,166.27,0.22,-0.0182897,USDT,3096398431180623872,1426946311,long,
2025-12-03T20:17:49.962000,SOL-USDT,sell,166.27,0.08,-0.0066508,USDT,3096398621568471040,1426946313,long,
2025-12-03T20:20:16.597000,SOL-USDT,sell,166.27,0.04,-0.0033254,USDT,3096403541822607360,1426946713,long,
2025-12-03T20:20:22.354000,SOL-USDT,sell,166.27,0.01,-0.00083135,USDT,3096403734995472384,1426946714,long,
2025-12-03T20:23:10.152000,ETH-USDT,buy,3099.79,0.34,-0.021078572,USDT,3096409317412769792,1890786291,long,
2025-12-03T20:29:11.019000,DOGE-USDT,sell,0.15275,0.72,-0.05499,USDT,3096421474049265664,1517816285,long,
2025-12-03T20:31:06.542000,DOGE-USDT,buy,0.1529,0.71,-0.0542795,USDT,3096425350324359168,1517816309,long,
2025-12-03T20:32:03.583000,SOL-USDT,sell,164.24,0.01,-0.0008212,USDT,3096427264336269312,1426956867,long,
2025-12-03T20:32:19.610000,XRP-USDT,buy,2.1731,0.49,-0.05324095,USDT,3096427802113150976,823444644,short,
2025-12-03T20:32:36.405000,XRP-USDT,sell,2.173,0.42,-0.045633,USDT,3096428365659836416,823444647,short,
