"record_type","timestamp","symbol","side","entry_price","exit_price","size","gross_pnl","commission","net_pnl","duration_sec","reason","win_rate","regime","order_id","order_type","price","strength","filters_passed","executed","status","fill_price","fill_size","execution_time_ms","slippage","event_type","data"
"signals","2025-12-23T00:09:57.405158","ETH-USDT","buy","","","","","","","","","","ranging","","","3006.10000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:11:11.636748","ETH-USDT","buy","","","","","","","","","","ranging","","","3005.54000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:12:25.925565","ETH-USDT","buy","","","","","","","","","","ranging","","","3006.61000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:13:39.860820","ETH-USDT","buy","","","","","","","","","","ranging","","","3005.90000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:14:50.827547","ETH-USDT","buy","","","","","","","","","","ranging","","","3007.04000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:16:02.578475","ETH-USDT","buy","","","","","","","","","","ranging","","","3008.22000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:57:13.233409","BTC-USDT","buy","","","","","","","","","","ranging","","","88733.00000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:58:17.889322","BTC-USDT","buy","","","","","","","","","","ranging","","","88751.70000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T00:59:34.339764","BTC-USDT","buy","","","","","","","","","","ranging","","","88750.00000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:00:34.554446","BTC-USDT","buy","","","","","","","","","","ranging","","","88726.60000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:01:44.289254","BTC-USDT","buy","","","","","","","","","","ranging","","","88649.50000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:07:04.712509","BTC-USDT","buy","","","","","","","","","","ranging","","","88776.10000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:08:23.098061","BTC-USDT","buy","","","","","","","","","","ranging","","","88733.90000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:09:32.228283","BTC-USDT","buy","","","","","","","","","","ranging","","","88671.70000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:10:47.827555","BTC-USDT","buy","","","","","","","","","","ranging","","","88649.40000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:26:05.958640","BTC-USDT","buy","","","","","","","","","","ranging","","","88554.20000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:27:15.313595","BTC-USDT","buy","","","","","","","","","","ranging","","","88559.00000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:28:20.311212","BTC-USDT","buy","","","","","","","","","","ranging","","","88588.10000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:29:37.414139","BTC-USDT","buy","","","","","","","","","","ranging","","","88549.20000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T01:30:40.855181","BTC-USDT","buy","","","","","","","","","","ranging","","","88553.10000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T03:47:11.546014","ETH-USDT","sell","","","","","","","","","","ranging","","","2994.03000000","0.8522","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T06:07:07.886991","BTC-USDT","buy","","","","","","","","","","ranging","","","87719.00000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T06:13:45.820417","BTC-USDT","buy","","","","","","","","","","ranging","","","87555.10000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T06:50:52.381394","ETH-USDT","sell","","","","","","","","","","ranging","","","2957.91000000","0.7514","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T06:53:20.697473","ETH-USDT","sell","","","","","","","","","","ranging","","","2958.91000000","0.8992","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T16:53:41.253545","ETH-USDT","sell","","","","","","","","","","ranging","","","2960.99000000","0.9000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T18:09:06.002952","BTC-USDT","buy","","","","","","","","","","ranging","","","87465.50000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
"signals","2025-12-23T18:10:44.580426","BTC-USDT","buy","","","","","","","","","","ranging","","","87394.80000000","1.0000","ADX,MTF,Correlation,PivotPoints,VolumeProfile,Liquidity,OrderFlow,FundingRate","0","","","","","","",""
