timestamp,event_type,symbol,data
15:24:41.059,tsl_create,DOGE-USDT,regime=ranging | entry=0.1455 | side=long | min_hold=60.0000 | timeout=120.0000
15:24:41.063,config,DOGE-USDT,regime=ranging | min_holding=60.0000 | timeout=120.0000 | loss_cut=4.0000 | timeout_loss=2.0000 | tp_atr_mult=None | initial_trail=0.0200
15:24:51.232,tsl_create,BTC-USDT,regime=ranging | entry=86730.0000 | side=long | min_hold=60.0000 | timeout=120.0000
15:24:51.232,config,BTC-USDT,regime=ranging | min_holding=60.0000 | timeout=120.0000 | loss_cut=4.0000 | timeout_loss=2.0000 | tp_atr_mult=None | initial_trail=0.0200
15:24:51.232,open,BTC-USDT,side=long | price=86730.0000 | size=0.0028 | regime=ranging
15:25:02.210,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.1830 | min_hold=60.0000 | profit=-0.0005
15:25:16.089,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.4143 | min_hold=60.0000 | profit=-0.0004
15:25:31.276,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.6674 | min_hold=60.0000 | profit=-0.0002
15:25:41.374,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.8357 | min_hold=60.0000 | profit=-0.0020
15:25:45.253,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.9004 | min_hold=60.0000 | profit=-0.0020
15:25:45.887,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.9109 | min_hold=60.0000 | profit=-0.0001
15:25:49.252,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=0.9670 | min_hold=60.0000 | profit=-0.0020
15:26:02.215,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=1.1830 | min_hold=60.0000 | profit=-0.0003
15:26:16.476,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=1.4207 | min_hold=60.0000 | profit=-0.0008
15:26:30.472,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=1.6540 | min_hold=60.0000 | profit=-0.0013
15:26:45.038,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=1.8968 | min_hold=60.0000 | profit=-0.0014
15:26:51.810,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=2.0096 | min_hold=60.0000 | profit=-0.0024
15:26:59.238,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=2.1334 | min_hold=60.0000 | profit=-0.0016
15:27:13.292,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=2.3677 | min_hold=60.0000 | profit=-0.0010
15:27:27.903,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=2.6112 | min_hold=60.0000 | profit=-0.0013
15:27:41.882,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=2.8441 | min_hold=60.0000 | profit=-0.0013
15:27:56.670,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=3.0906 | min_hold=60.0000 | profit=-0.0012
15:28:14.088,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=3.3809 | min_hold=60.0000 | profit=-0.0007
15:28:28.323,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=3.6182 | min_hold=60.0000 | profit=-0.0008
15:28:42.560,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=3.8554 | min_hold=60.0000 | profit=-0.0007
15:28:52.643,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.0235 | min_hold=60.0000 | profit=-0.0024
15:28:58.675,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.1240 | min_hold=60.0000 | profit=-0.0008
15:29:05.966,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.2456 | min_hold=60.0000 | profit=-0.0024
15:29:12.687,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.3576 | min_hold=60.0000 | profit=-0.0009
15:29:24.457,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.5538 | min_hold=60.0000 | profit=-0.0024
15:29:24.457,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.5538 | min_hold=60.0000 | profit=-0.0020
15:29:25.612,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.5730 | min_hold=60.0000 | profit=-0.0015
15:29:39.392,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=4.8026 | min_hold=60.0000 | profit=-0.0010
15:29:52.402,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.0195 | min_hold=60.0000 | profit=-0.0010
15:30:05.543,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.2385 | min_hold=60.0000 | profit=-0.0008
15:30:16.818,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.4264 | min_hold=60.0000 | profit=-0.0020
15:30:18.240,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.4501 | min_hold=60.0000 | profit=-0.0012
15:30:31.122,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.6647 | min_hold=60.0000 | profit=-0.0013
15:30:45.381,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=5.9025 | min_hold=60.0000 | profit=-0.0015
15:30:53.673,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.0407 | min_hold=60.0000 | profit=-0.0020
15:30:58.914,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.1280 | min_hold=60.0000 | profit=-0.0015
15:31:00.568,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.1556 | min_hold=60.0000 | profit=-0.0020
15:31:05.799,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.2428 | min_hold=60.0000 | profit=-0.0032
15:31:12.618,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.3564 | min_hold=60.0000 | profit=-0.0013
15:31:26.166,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.5822 | min_hold=60.0000 | profit=-0.0017
15:31:39.012,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.7963 | min_hold=60.0000 | profit=-0.0016
15:31:43.171,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=6.8656 | min_hold=60.0000 | profit=-0.0025
15:31:53.031,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.0300 | min_hold=60.0000 | profit=-0.0014
15:31:53.564,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.0389 | min_hold=60.0000 | profit=-0.0025
15:32:05.327,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.2349 | min_hold=60.0000 | profit=-0.0015
15:32:17.315,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.4347 | min_hold=60.0000 | profit=-0.0025
15:32:21.614,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.5064 | min_hold=60.0000 | profit=-0.0029
15:32:21.618,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.5064 | min_hold=60.0000 | profit=-0.0029
15:32:23.088,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.5309 | min_hold=60.0000 | profit=-0.0010
15:32:37.005,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.7629 | min_hold=60.0000 | profit=-0.0009
15:32:43.595,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.8727 | min_hold=60.0000 | profit=-0.0025
15:32:43.612,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.8730 | min_hold=60.0000 | profit=-0.0025
15:32:48.616,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.9564 | min_hold=60.0000 | profit=-0.0023
15:32:49.509,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=7.9713 | min_hold=60.0000 | profit=-0.0009
15:33:03.271,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.2007 | min_hold=60.0000 | profit=-0.0011
15:33:16.999,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.4295 | min_hold=60.0000 | profit=-0.0009
15:33:23.340,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.5351 | min_hold=60.0000 | profit=-0.0023
15:33:23.343,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.5352 | min_hold=60.0000 | profit=-0.0023
15:33:31.293,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.6677 | min_hold=60.0000 | profit=-0.0013
15:33:40.503,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.8212 | min_hold=60.0000 | profit=-0.0033
15:33:43.769,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.8756 | min_hold=60.0000 | profit=-0.0009
15:33:46.587,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=8.9226 | min_hold=60.0000 | profit=-0.0033
15:33:57.899,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.1111 | min_hold=60.0000 | profit=-0.0013
15:34:12.051,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.3470 | min_hold=60.0000 | profit=-0.0017
15:34:23.683,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.5408 | min_hold=60.0000 | profit=-0.0023
15:34:23.684,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.5409 | min_hold=60.0000 | profit=-0.0036
15:34:26.609,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.5896 | min_hold=60.0000 | profit=-0.0014
15:34:41.366,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=9.8356 | min_hold=60.0000 | profit=-0.0013
15:34:56.938,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=10.0951 | min_hold=60.0000 | profit=-0.0016
15:35:12.208,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=10.3496 | min_hold=60.0000 | profit=-0.0018
15:35:25.550,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=10.5720 | min_hold=60.0000 | profit=-0.0020
15:35:39.449,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=10.8036 | min_hold=60.0000 | profit=-0.0017
15:35:43.794,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=10.8760 | min_hold=60.0000 | profit=-0.0031
15:35:54.351,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=11.0520 | min_hold=60.0000 | profit=-0.0017
15:36:08.912,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=11.2947 | min_hold=60.0000 | profit=-0.0010
15:36:23.077,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=11.5307 | min_hold=60.0000 | profit=-0.0005
15:36:37.143,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=11.7652 | min_hold=60.0000 | profit=-0.0003
15:36:51.810,tsl_check,BTC-USDT,check=min_holding_BLOCKED | minutes=12.0096 | min_hold=60.0000 | profit=-0.0003
15:36:58.081,tsl_create,ETH-USDT,regime=ranging | entry=2828.0100 | side=long | min_hold=60.0000 | timeout=120.0000
15:36:58.081,config,ETH-USDT,regime=ranging | min_holding=60.0000 | timeout=120.0000 | loss_cut=4.0000 | timeout_loss=2.0000 | tp_atr_mult=None | initial_trail=0.0200
15:36:58.081,open,ETH-USDT,side=long | price=2828.0100 | size=0.0860 | regime=ranging
