timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-11-23T02:40:12.416680,BTC-USDT,short,85360.0000,85460.7000,0.00170000,-0.1712,0.1452,-0.3164,1212.872263,max_holding_time,0.00
2025-11-23T02:40:45.945393,ETH-USDT,short,2782.0000,2782.4400,0.05300000,-0.0233,0.1475,-0.1708,1204.889693,max_holding_time,0.00
2025-11-23T02:42:29.789262,SOL-USDT,short,127.9100,127.6900,1.53000000,0.3366,0.1955,0.1411,1323.759489,max_holding_time,33.33
2025-11-23T02:47:14.726215,DOGE-USDT,short,0.1413,0.1419,1050.00000000,-0.5775,0.1487,-0.7262,1195.688888,max_holding_time,25.00
2025-11-23T03:03:38.146043,ETH-USDT,short,2782.6800,2773.9400,0.05300000,0.4632,0.1473,0.3160,1190.046086,max_holding_time,40.00
2025-11-23T03:06:12.658711,BTC-USDT,short,85360.0000,84990.7000,0.00170000,0.6278,0.1448,0.4830,1201.173194,max_holding_time,50.00
2025-11-23T03:12:52.100361,DOGE-USDT,short,0.1409,0.1414,1010.00000000,-0.5454,0.1426,-0.6880,1187.649976,max_holding_time,42.86
2025-11-23T03:41:53.063658,ETH-USDT,long,2782.1400,2780.0200,0.05300000,-0.1124,0.1474,-0.2598,0.0,max_holding_time,37.50
2025-11-23T04:03:16.898772,SOL-USDT,short,127.5300,129.5100,1.23000000,-2.4354,0.1581,-2.5935,3800.392013,loss_cut,33.33
2025-11-23T04:13:46.529424,ETH-USDT,short,2775.2500,2783.2800,0.05300000,-0.4256,0.1473,-0.5729,1833.763273,max_holding_time,30.00
2025-11-23T04:40:01.897727,XRP-USDT,long,1.9795,1.9792,92.00000000,-0.0276,0.1821,-0.2097,0.0,critical_loss_cut_2x,27.27
2025-11-23T05:45:14.669071,SOL-USDT,long,129.7200,130.2900,1.54000000,0.8778,0.2002,0.6776,1201.663301,max_holding_time,33.33
2025-11-23T05:47:57.294429,DOGE-USDT,long,0.1426,0.1441,1060.00000000,1.5688,0.1519,1.4169,9193.059456,critical_loss_cut_2x,38.46
2025-11-23T05:48:36.964011,SOL-USDT,long,130.4600,130.4400,1.54000000,-0.0308,0.2009,-0.2317,3.814382,critical_loss_cut_2x,35.71
2025-11-23T08:21:43.385708,DOGE-USDT,short,0.1447,0.1451,1060.00000000,-0.4452,0.1536,-0.5988,1190.578618,max_holding_time,33.33
2025-11-23T08:50:20.637981,DOGE-USDT,short,0.1435,0.1437,1060.00000000,-0.1696,0.1522,-0.3218,1183.453752,max_holding_time,31.25
2025-11-23T09:36:44.153047,XRP-USDT,short,2.0475,2.0436,92.00000000,0.3604,0.1882,0.1722,1208.025771,max_holding_time,35.29
2025-11-23T09:40:25.685349,DOGE-USDT,short,0.1442,0.1451,860.00000000,-0.7568,0.1244,-0.8812,1194.55143,max_holding_time,33.33
2025-11-23T09:56:55.848237,BTC-USDT,short,86088.0000,85921.3000,0.00170000,0.2834,0.1462,0.1372,10576.228017,max_holding_time,36.84
2025-11-23T09:59:32.332871,SOL-USDT,short,129.4000,129.3100,1.54000000,0.1386,0.1992,-0.0606,1192.068829,max_holding_time,35.00
2025-11-23T10:09:33.010583,DOGE-USDT,short,0.1436,0.1426,1050.00000000,1.0185,0.1503,0.8682,1182.223984,max_holding_time,38.10
2025-11-23T10:30:25.162771,DOGE-USDT,short,0.1427,0.1436,1050.00000000,-0.9030,0.1503,-1.0533,1192.896121,max_holding_time,36.36
2025-11-23T10:52:26.681705,DOGE-USDT,short,0.1434,0.1443,1040.00000000,-0.9152,0.1496,-1.0648,1194.944146,max_holding_time,34.78
