timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-11-18T20:02:00.633887,BTC-USDT,long,93248.0000,92616.9000,0.11000000,-69.4210,4.0890,-73.5100,974.232016,trailing_stop,0.00
2025-11-18T20:12:52.511488,SOL-USDT,short,141.1401,141.5100,1.52000000,-0.5623,0.0859,-0.6482,194.4469,trailing_stop,0.00
2025-11-18T20:26:31.591308,ETH-USDT,short,3155.3100,3151.0800,0.78000000,3.2994,0.9838,2.3156,113.342171,trailing_stop,33.33
2025-11-18T20:32:59.081726,ETH-USDT,short,3140.1200,3140.2200,0.78000000,-0.0780,0.9797,-1.0577,112.757453,trailing_stop,25.00
2025-11-18T20:36:33.619931,ETH-USDT,short,3132.1173,3142.5700,0.78000000,-8.1531,0.9789,-9.1320,119.615045,trailing_stop,20.00
2025-11-18T20:44:31.426994,BTC-USDT,short,92960.0000,93003.7000,0.33000000,-14.4210,12.2736,-26.6946,698.283281,trailing_stop,16.67
2025-11-18T20:54:27.819577,DOGE-USDT,long,0.1628,0.1622,0.48000000,-0.0003,0.0000,-0.0003,1349.061219,trailing_stop,14.29
2025-11-18T21:12:13.391956,DOGE-USDT,long,0.1633,0.1626,1.21000000,-0.0009,0.0001,-0.0010,374.297064,trailing_stop,12.50
2025-11-18T21:20:25.286446,SOL-USDT,long,141.1600,141.0600,1.51000000,-0.1510,0.0852,-0.2362,453.7942,trailing_stop,11.11
2025-11-18T21:20:43.602098,ETH-USDT,long,3166.0000,3157.9300,0.77000000,-6.2139,0.9739,-7.1878,724.838057,trailing_stop,10.00
2025-11-18T21:29:54.446412,ETH-USDT,long,3151.6563,3153.4300,0.41000000,0.7272,0.5170,0.2102,114.206471,trailing_stop,18.18
