timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-11-18T14:19:30.088137,DOGE-USDT,short,0.1588,0.1594,1.26000000,-0.0008,0.0001,-0.0009,140.747064,trailing_stop,0.00
2025-11-18T14:25:37.774784,SOL-USDT,long,144.8000,143.4800,0.63000000,-0.8316,0.0363,-0.8679,313.63733,trailing_stop,0.00
2025-11-18T14:52:46.639965,DOGE-USDT,long,0.1595,0.1587,1.26000000,-0.0010,0.0001,-0.0011,117.780257,trailing_stop,0.00
2025-11-18T15:01:26.181039,DOGE-USDT,long,0.1588,0.1587,0.07000000,-0.0000,0.0000,-0.0000,108.118238,trailing_stop,0.00
2025-11-18T15:02:34.801828,XRP-USDT,short,2.1916,2.1931,0.92000000,-0.0014,0.0008,-0.0022,1888.404591,trailing_stop,0.00
2025-11-18T15:06:23.177660,ETH-USDT,long,3068.4700,3071.4300,0.27000000,0.7992,0.3316,0.4676,282.805683,trailing_stop,16.67
2025-11-18T15:06:28.360987,BTC-USDT,short,91326.1000,91406.2000,0.07000000,-5.6070,2.5583,-8.1653,106.905959,trailing_stop,14.29
2025-11-18T15:44:50.746862,ETH-USDT,short,3162.9000,3152.7700,0.49000000,4.9637,0.6189,4.3448,2153.152822,trailing_stop,25.00
2025-11-18T15:45:26.086012,DOGE-USDT,short,0.1593,0.1596,0.08000000,-0.0000,0.0000,-0.0000,2356.393489,trailing_stop,22.22
2025-11-18T15:46:55.998379,ETH-USDT,short,3147.2327,3143.9200,0.81000000,2.6833,1.0192,1.6641,107.794988,trailing_stop,30.00
2025-11-18T15:46:58.229584,SOL-USDT,long,140.2960,139.3700,1.49000000,-1.3797,0.0833,-1.4630,110.026193,trailing_stop,27.27
2025-11-18T15:49:04.337069,ETH-USDT,short,3140.3099,3145.2400,0.81000000,-3.9934,1.0183,-5.0117,111.199991,trailing_stop,25.00
2025-11-18T16:08:39.994926,SOL-USDT,short,142.1600,142.3300,1.45000000,-0.2465,0.0825,-0.3290,704.731777,trailing_stop,23.08
2025-11-18T16:17:09.326006,DOGE-USDT,short,0.1584,0.1585,1.24000000,-0.0001,0.0001,-0.0002,368.940814,trailing_stop,21.43
2025-11-18T16:22:53.661999,SOL-USDT,short,139.1200,139.5700,1.44000000,-0.6480,0.0803,-0.7283,117.541939,trailing_stop,20.00
2025-11-18T16:28:34.175928,SOL-USDT,short,138.0916,138.9400,1.44000000,-1.2217,0.0798,-1.3015,127.054061,trailing_stop,18.75
2025-11-18T16:31:41.823437,BTC-USDT,short,92011.8250,92029.2000,0.12000000,-2.0850,4.4170,-6.5020,2876.457292,trailing_stop,17.65
2025-11-18T16:40:25.933638,SOL-USDT,short,139.1200,139.1400,1.44000000,-0.0288,0.0801,-0.1089,100.74359,trailing_stop,16.67
2025-11-18T16:56:51.560074,XRP-USDT,short,2.1981,2.1984,0.36000000,-0.0001,0.0003,-0.0004,3000.093498,trailing_stop,15.79
2025-11-18T16:58:59.623946,XRP-USDT,short,2.1983,2.1986,0.89000000,-0.0003,0.0008,-0.0010,109.988575,trailing_stop,15.00
2025-11-18T17:00:54.501973,DOGE-USDT,short,0.1573,0.1580,1.24000000,-0.0009,0.0001,-0.0010,1259.348389,trailing_stop,14.29
2025-11-18T17:01:07.869772,XRP-USDT,short,2.1986,2.1988,0.89000000,-0.0002,0.0008,-0.0010,111.668213,trailing_stop,13.64
2025-11-18T17:03:22.220642,XRP-USDT,short,2.1986,2.2022,0.53000000,-0.0019,0.0005,-0.0024,117.969229,trailing_stop,13.04
2025-11-18T17:03:57.517706,BTC-USDT,long,91575.0000,91536.7000,0.33000000,-12.6390,12.0854,-24.7244,118.768515,trailing_stop,12.50
2025-11-18T17:04:01.172941,SOL-USDT,long,139.8400,139.6200,1.55000000,-0.3410,0.0866,-0.4276,1213.072133,trailing_stop,12.00
2025-11-18T17:06:31.661824,XRP-USDT,short,2.1986,2.1986,0.89000000,-0.0000,0.0008,-0.0008,109.060736,trailing_stop,11.54
2025-11-18T17:08:38.369173,XRP-USDT,short,2.1986,2.1992,0.36000000,-0.0002,0.0003,-0.0005,112.158292,trailing_stop,11.11
2025-11-18T17:10:44.694621,XRP-USDT,short,2.1986,2.1985,1.42000000,0.0001,0.0012,-0.0011,110.288922,trailing_stop,10.71
2025-11-18T17:12:48.599558,XRP-USDT,short,2.1986,2.1985,0.89000000,0.0001,0.0008,-0.0007,108.49683,trailing_stop,10.34
2025-11-18T17:14:37.962357,DOGE-USDT,short,0.1587,0.1588,0.74000000,-0.0001,0.0000,-0.0002,111.308631,trailing_stop,10.00
2025-11-18T17:14:54.583393,XRP-USDT,short,2.1960,2.1976,0.89000000,-0.0014,0.0008,-0.0022,110.726615,trailing_stop,9.68
2025-11-18T17:17:06.987184,XRP-USDT,short,2.1962,2.1965,0.89000000,-0.0003,0.0008,-0.0011,116.480824,trailing_stop,9.38
2025-11-18T17:25:40.003023,XRP-USDT,short,2.1985,2.2010,0.89000000,-0.0022,0.0008,-0.0030,497.37942,trailing_stop,9.09
2025-11-18T17:50:16.411934,SOL-USDT,short,139.8949,140.0000,1.55000000,-0.1629,0.0868,-0.2497,1081.167077,trailing_stop,8.82
2025-11-18T18:12:47.462561,SOL-USDT,long,140.2200,139.8400,0.93000000,-0.3534,0.0521,-0.4055,1321.993707,trailing_stop,8.57
2025-11-18T18:16:47.797109,DOGE-USDT,long,0.1608,0.1603,1.26000000,-0.0005,0.0001,-0.0006,103.280976,trailing_stop,8.33
2025-11-18T18:24:51.844616,DOGE-USDT,long,0.1621,0.1619,1.25000000,-0.0003,0.0001,-0.0004,84.762871,trailing_stop,8.11
2025-11-18T18:33:46.759107,DOGE-USDT,long,0.1626,0.1625,0.50000000,-0.0000,0.0000,-0.0001,106.563292,trailing_stop,7.89
2025-11-18T18:48:53.789510,XRP-USDT,short,2.2197,2.2177,0.89000000,0.0018,0.0008,0.0010,4977.631613,trailing_stop,10.26
