timestamp,event_type,symbol,data
10:32:42.440,tsl_create,DOGE-USDT,regime=ranging | entry=0.1397 | side=long | min_hold=40.0000 | timeout=90.0000
10:32:42.440,config,DOGE-USDT,regime=ranging | min_holding=40.0000 | timeout=90.0000 | loss_cut=3.0000 | timeout_loss=2.0000 | tp_atr_mult=None | initial_trail=0.0400
10:32:43.075,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.0106 | min_hold=40.0000 | profit=-0.0028
10:32:43.078,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.0106 | min_hold=40.0000 | profit=-0.0031
10:32:43.207,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.0128 | min_hold=40.0000 | profit=-0.0037
10:32:50.994,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.1426 | min_hold=40.0000 | profit=-0.0028
10:32:55.215,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.2129 | min_hold=40.0000 | profit=-0.0031
10:32:55.257,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.2136 | min_hold=40.0000 | profit=-0.0035
10:32:59.523,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.2847 | min_hold=40.0000 | profit=-0.0031
10:33:00.096,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.2943 | min_hold=40.0000 | profit=-0.0031
10:33:00.664,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.3037 | min_hold=40.0000 | profit=-0.0028
10:33:01.328,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.3148 | min_hold=40.0000 | profit=-0.0028
10:33:01.922,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.3247 | min_hold=40.0000 | profit=-0.0031
10:33:02.556,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.3353 | min_hold=40.0000 | profit=-0.0031
10:33:03.222,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.3464 | min_hold=40.0000 | profit=-0.0031
10:33:07.768,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.4221 | min_hold=40.0000 | profit=-0.0034
10:33:08.452,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.4335 | min_hold=40.0000 | profit=-0.0028
10:33:13.049,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.5102 | min_hold=40.0000 | profit=-0.0031
10:33:18.068,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.5938 | min_hold=40.0000 | profit=-0.0031
10:33:19.253,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.6136 | min_hold=40.0000 | profit=-0.0033
10:33:23.063,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.6771 | min_hold=40.0000 | profit=-0.0031
10:33:27.634,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.7532 | min_hold=40.0000 | profit=-0.0028
10:33:28.414,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.7662 | min_hold=40.0000 | profit=-0.0031
10:33:29.144,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.7784 | min_hold=40.0000 | profit=-0.0028
10:33:30.013,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.7929 | min_hold=40.0000 | profit=-0.0031
10:33:30.765,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.8054 | min_hold=40.0000 | profit=-0.0031
10:33:31.873,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=0.8239 | min_hold=40.0000 | profit=-0.0032
10:33:43.441,tsl_check,DOGE-USDT,check=min_holding_BLOCKED | minutes=1.0167 | min_hold=40.0000 | profit=-0.0039
