timestamp,symbol,side,price,size,fee,fee_currency,order_id,trade_id,pos_side,pnl
2025-12-03T00:01:02.422000,BTC-USDT,sell,91028.1,0.01,-0.004551405,USDT,3093948895032053760,2496751955,long,
2025-12-03T00:01:02.423000,BTC-USDT,sell,91028.1,0.06,-0.02730843,USDT,3093948895032053760,2496751956,long,
2025-12-03T00:01:27.841000,XRP-USDT,buy,2.1596,0.16,-0.0172768,USDT,3093949747952160768,823335296,short,
2025-12-03T00:01:27.841000,XRP-USDT,buy,2.1596,0.07,-0.0075586,USDT,3093949747952160768,823335295,short,
2025-12-03T00:02:58.513000,DOGE-USDT,sell,0.14535,0.05,-0.00363375,USDT,3093952790399619072,1517227020,long,
2025-12-03T00:03:04.202000,DOGE-USDT,sell,0.14535,0.02,-0.0014535,USDT,3093952981290782720,1517227021,long,
2025-12-03T00:03:09.950000,DOGE-USDT,sell,0.1454,0.01,-0.000727,USDT,3093953174161657856,1517227145,long,
2025-12-03T00:03:15.808000,DOGE-USDT,sell,0.1454,0.01,-0.000727,USDT,3093953370689966080,1517227146,long,
2025-12-03T00:03:24.048000,DOGE-USDT,buy,0.14545,0.36,-0.026181,USDT,3093953647178485760,1517227150,long,
2025-12-03T00:03:24.048000,DOGE-USDT,buy,0.14545,0.04,-0.002909,USDT,3093953647178485760,1517227149,long,
2025-12-03T00:03:24.048000,DOGE-USDT,buy,0.14545,0.07,-0.00509075,USDT,3093953647178485760,1517227148,long,
2025-12-03T00:03:24.048000,DOGE-USDT,buy,0.14545,0.27,-0.01963575,USDT,3093953647178485760,1517227147,long,
2025-12-03T00:04:11.560000,SOL-USDT,buy,137.2,0.56,-0.038416,USDT,3093955241450213376,1425720597,long,
2025-12-03T00:04:11.560000,SOL-USDT,buy,137.2,0.09,-0.006174,USDT,3093955241450213376,1425720596,long,
2025-12-03T00:06:12.248000,SOL-USDT,sell,138.2,0.26,-0.017966,USDT,3093959291067502592,1425725472,long,
2025-12-03T00:06:12.248000,SOL-USDT,sell,138.2,0.22,-0.015202,USDT,3093959291067502592,1425725471,long,
2025-12-03T00:06:12.248000,SOL-USDT,sell,138.22,0.17,-0.0117487,USDT,3093959291067502592,1425725470,long,
2025-12-03T00:06:24.183000,SOL-USDT,buy,138.0,0.54,-0.03726,USDT,3093959691506094080,1425725892,long,
2025-12-03T00:06:24.183000,SOL-USDT,buy,137.99,0.01,-0.00068995,USDT,3093959691506094080,1425725891,long,
2025-12-03T00:06:24.183000,SOL-USDT,buy,137.98,0.17,-0.0117283,USDT,3093959691506094080,1425725890,long,
2025-12-03T00:07:53.794000,XRP-USDT,sell,2.203,0.01,-0.0011015,USDT,3093962698385854464,823339096,short,
2025-12-03T00:07:53.794000,XRP-USDT,sell,2.203,0.01,-0.0011015,USDT,3093962698385854464,823339095,short,
2025-12-03T00:07:53.794000,XRP-USDT,sell,2.203,0.01,-0.0011015,USDT,3093962698385854464,823339094,short,
2025-12-03T00:07:53.794000,XRP-USDT,sell,2.203,0.15,-0.0165225,USDT,3093962698385854464,823339093,short,
2025-12-03T00:07:53.794000,XRP-USDT,sell,2.203,0.14,-0.015421,USDT,3093962698385854464,823339092,short,
2025-12-03T00:07:53.795000,XRP-USDT,sell,2.203,0.07,-0.0077105,USDT,3093962698385854464,823339097,short,
2025-12-03T00:07:58.352000,XRP-USDT,buy,2.2042,0.39,-0.0429819,USDT,3093962851293401088,823339098,short,
2025-12-03T00:08:07.066000,SOL-USDT,sell,137.3,0.72,-0.049428,USDT,3093963143720275968,1425727961,long,
2025-12-03T00:08:54.675000,XRP-USDT,sell,2.2022,0.28,-0.0308308,USDT,3093964741213229056,823339128,short,
2025-12-03T00:08:54.675000,XRP-USDT,sell,2.2023,0.14,-0.0154161,USDT,3093964741213229056,823339127,short,
2025-12-03T00:08:54.675000,XRP-USDT,sell,2.2023,0.03,-0.00330345,USDT,3093964741213229056,823339126,short,
2025-12-03T00:08:54.675000,XRP-USDT,sell,2.2024,0.05,-0.005506,USDT,3093964741213229056,823339125,short,
2025-12-03T00:08:59.896000,XRP-USDT,buy,2.204,0.03,-0.003306,USDT,3093964916400918528,823339132,short,
2025-12-03T00:08:59.896000,XRP-USDT,buy,2.204,0.17,-0.018734,USDT,3093964916400918528,823339131,short,
2025-12-03T00:08:59.896000,XRP-USDT,buy,2.2038,0.05,-0.0055095,USDT,3093964916400918528,823339130,short,
2025-12-03T00:08:59.896000,XRP-USDT,buy,2.2037,0.03,-0.00330555,USDT,3093964916400918528,823339129,short,
2025-12-03T00:08:59.897000,XRP-USDT,buy,2.2042,0.2,-0.022042,USDT,3093964916400918528,823339134,short,
2025-12-03T00:08:59.897000,XRP-USDT,buy,2.2041,0.02,-0.0022041,USDT,3093964916400918528,823339133,short,
2025-12-03T00:09:35.494000,XRP-USDT,sell,2.2032,0.5,-0.05508,USDT,3093966110871588864,823339157,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.204,0.06,-0.006612,USDT,3093966809944625152,823339168,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.204,0.17,-0.018734,USDT,3093966809944625152,823339167,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.204,0.05,-0.00551,USDT,3093966809944625152,823339166,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.204,0.03,-0.003306,USDT,3093966809944625152,823339165,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.204,0.17,-0.018734,USDT,3093966809944625152,823339164,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.2039,0.01,-0.00110195,USDT,3093966809944625152,823339163,short,
2025-12-03T00:09:56.329000,XRP-USDT,buy,2.2038,0.01,-0.0011019,USDT,3093966809944625152,823339162,short,
2025-12-03T00:10:02.980000,DOGE-USDT,sell,0.14575,0.74,-0.0539275,USDT,3093967033148706816,1517227881,long,
2025-12-03T00:10:18.127000,XRP-USDT,sell,2.2018,0.43,-0.0473387,USDT,3093967541364133888,823339193,short,
2025-12-03T00:10:18.127000,XRP-USDT,sell,2.2018,0.07,-0.0077063,USDT,3093967541364133888,823339192,short,
2025-12-03T00:11:02.208000,XRP-USDT,buy,2.2025,0.03,-0.00330375,USDT,3093969020510605312,823339219,short,
2025-12-03T00:11:02.209000,XRP-USDT,buy,2.2032,0.39,-0.0429624,USDT,3093969020510605312,823339222,short,
2025-12-03T00:11:02.209000,XRP-USDT,buy,2.203,0.01,-0.0011015,USDT,3093969020510605312,823339221,short,
2025-12-03T00:11:02.209000,XRP-USDT,buy,2.2028,0.07,-0.0077098,USDT,3093969020510605312,823339220,short,
2025-12-03T00:11:05.891000,ETH-USDT,sell,2993.0,0.31,-0.0463915,USDT,3093969144091578368,1888530959,short,
2025-12-03T00:11:34.093000,DOGE-USDT,buy,0.14575,0.74,-0.0539275,USDT,3093970090360115200,1517227933,long,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1993,0.07,-0.00769755,USDT,3093972649925742592,823339362,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1993,0.07,-0.00769755,USDT,3093972649925742592,823339361,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1993,0.01,-0.00109965,USDT,3093972649925742592,823339360,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1993,0.01,-0.00109965,USDT,3093972649925742592,823339359,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1993,0.01,-0.00109965,USDT,3093972649925742592,823339358,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.13,-0.0142961,USDT,3093972649925742592,823339357,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.01,-0.0010997,USDT,3093972649925742592,823339356,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.02,-0.0021994,USDT,3093972649925742592,823339355,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.07,-0.0076979,USDT,3093972649925742592,823339354,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.08,-0.0087976,USDT,3093972649925742592,823339353,short,
2025-12-03T00:12:50.373000,XRP-USDT,sell,2.1994,0.02,-0.0021994,USDT,3093972649925742592,823339352,short,
2025-12-03T00:12:53.204000,XRP-USDT,buy,2.2011,0.37,-0.04072035,USDT,3093972744918339584,823339367,short,
2025-12-03T00:12:53.204000,XRP-USDT,buy,2.201,0.02,-0.002201,USDT,3093972744918339584,823339366,short,
2025-12-03T00:12:53.204000,XRP-USDT,buy,2.201,0.03,-0.0033015,USDT,3093972744918339584,823339365,short,
2025-12-03T00:12:53.204000,XRP-USDT,buy,2.2008,0.07,-0.0077028,USDT,3093972744918339584,823339364,short,
2025-12-03T00:12:53.204000,XRP-USDT,buy,2.2005,0.01,-0.00110025,USDT,3093972744918339584,823339363,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1991,0.03,-0.00329865,USDT,3093972992281612288,823339374,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1992,0.03,-0.0032988,USDT,3093972992281612288,823339373,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1993,0.01,-0.00109965,USDT,3093972992281612288,823339372,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1991,0.03,-0.00329865,USDT,3093972992281612288,823339374,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1992,0.03,-0.0032988,USDT,3093972992281612288,823339373,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1993,0.01,-0.00109965,USDT,3093972992281612288,823339372,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1993,0.38,-0.0417867,USDT,3093972992281612288,823339371,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1994,0.02,-0.0021994,USDT,3093972992281612288,823339370,short,
2025-12-03T00:13:00.576000,XRP-USDT,sell,2.1995,0.03,-0.00329925,USDT,3093972992281612288,823339369,short,
2025-12-03T00:19:09.970000,XRP-USDT,buy,2.1957,0.01,-0.00109785,USDT,3093985387087466496,823339805,short,
2025-12-03T00:19:09.970000,XRP-USDT,buy,2.1957,0.07,-0.00768495,USDT,3093985387087466496,823339804,short,
2025-12-03T00:19:09.971000,XRP-USDT,buy,2.196,0.22,-0.024156,USDT,3093985387087466496,823339808,short,
2025-12-03T00:19:09.971000,XRP-USDT,buy,2.1959,0.17,-0.01866515,USDT,3093985387087466496,823339807,short,
2025-12-03T00:19:09.971000,XRP-USDT,buy,2.1958,0.03,-0.0032937,USDT,3093985387087466496,823339806,short,
2025-12-03T00:24:49.092000,DOGE-USDT,sell,0.1454,0.35,-0.025445,USDT,3093996766133555200,1517228881,long,
2025-12-03T00:24:49.092000,DOGE-USDT,sell,0.1454,0.01,-0.000727,USDT,3093996766133555200,1517228880,long,
2025-12-03T00:24:49.092000,DOGE-USDT,sell,0.1454,0.35,-0.025445,USDT,3093996766133555200,1517228879,long,
2025-12-03T00:24:49.092000,DOGE-USDT,sell,0.1454,0.03,-0.002181,USDT,3093996766133555200,1517228878,long,
2025-12-03T00:25:14.243000,XRP-USDT,sell,2.2094,0.5,-0.055235,USDT,3093997610061074432,823349853,short,
2025-12-03T00:30:11.585000,DOGE-USDT,sell,0.14545,0.51,-0.03708975,USDT,3094007587202994176,1517228908,short,
2025-12-03T00:31:51.564000,ETH-USDT,buy,2985.91,0.31,-0.046281605,USDT,3094010941907996672,1888553497,short,
2025-12-03T00:35:13.598000,XRP-USDT,buy,2.2032,0.42,-0.0462672,USDT,3094017721077665792,823350451,short,
2025-12-03T00:35:13.598000,XRP-USDT,buy,2.203,0.01,-0.0011015,USDT,3094017721077665792,823350450,short,
2025-12-03T00:35:13.598000,XRP-USDT,buy,2.2028,0.07,-0.0077098,USDT,3094017721077665792,823350449,short,
2025-12-03T00:39:10.175000,XRP-USDT,sell,2.2008,0.23,-0.0253092,USDT,3094025659284525056,823350495,short,
