timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-11-22T14:45:52.605607,ETH-USDT,short,2720.9700,2740.1000,0.05300000,-1.0139,0.1447,-1.1586,2409.644288,trailing_stop,0.00
2025-11-22T15:08:48.321617,SOL-USDT,long,127.3200,127.0000,1.51000000,-0.4832,0.1920,-0.6752,2309.358663,trailing_stop,0.00
2025-11-22T15:19:31.082148,DOGE-USDT,short,0.1383,0.1382,840.00000000,0.0840,0.1161,-0.0321,4440.719298,trailing_stop,0.00
2025-11-22T15:26:46.396537,ETH-USDT,long,2738.8100,2744.3500,0.05500000,0.3047,0.1508,0.1539,2401.835299,trailing_stop,25.00
2025-11-22T15:45:32.272354,SOL-USDT,short,126.3300,126.4600,1.51000000,-0.1963,0.1909,-0.3872,1131.85907,trailing_stop,20.00
2025-11-22T15:47:46.723424,SOL-USDT,short,125.6100,125.7500,1.51000000,-0.2114,0.1898,-0.4012,0.0,trailing_stop,16.67
2025-11-22T15:49:38.771807,SOL-USDT,short,126.0000,126.0400,1.50000000,-0.0600,0.1890,-0.2490,11.840761,trailing_stop,14.29
2025-11-22T15:50:59.760792,SOL-USDT,short,126.0000,126.4500,1.50000000,-0.6750,0.1893,-0.8643,34.99971,trailing_stop,12.50
2025-11-22T15:53:22.349876,DOGE-USDT,short,0.1376,0.1379,1070.00000000,-0.3638,0.1474,-0.5112,165.367498,trailing_stop,11.11
2025-11-22T16:03:57.804319,SOL-USDT,short,125.6000,126.0800,1.49000000,-0.7152,0.1875,-0.9027,1.084981,trailing_stop,10.00
2025-11-22T16:05:40.301588,SOL-USDT,short,125.6300,125.3700,1.50000000,0.3900,0.1883,0.2017,26.347535,trailing_stop,18.18
2025-11-22T16:18:09.417083,DOGE-USDT,short,0.1377,0.1372,1080.00000000,0.4968,0.1485,0.3483,883.039828,trailing_stop,25.00
2025-11-22T16:39:10.439257,ETH-USDT,short,2618.6400,2621.2800,0.05400000,-0.1426,0.1415,-0.2840,0.0,trailing_stop,23.08
2025-11-22T16:40:40.231312,ETH-USDT,short,2679.2500,2678.0100,0.05400000,0.0670,0.1446,-0.0777,0.0,trailing_stop,21.43
2025-11-22T16:43:52.759869,SOL-USDT,short,126.4000,126.2300,1.51000000,0.2567,0.1907,0.0660,233.171338,trailing_stop,26.67
2025-11-22T16:49:59.494235,DOGE-USDT,short,0.1374,0.1367,1080.00000000,0.7452,0.1480,0.5972,757.788421,trailing_stop,31.25
2025-11-22T16:53:20.391324,XRP-USDT,long,1.9044,1.9068,73.00000000,0.1752,0.1391,0.0361,2569.60778,trailing_stop,35.29
2025-11-22T17:06:39.683152,SOL-USDT,long,128.0000,127.9000,1.52000000,-0.1520,0.1945,-0.3465,0.0,trailing_stop,33.33
2025-11-22T17:09:54.883792,DOGE-USDT,long,0.1391,0.1391,1080.00000000,-0.0216,0.1502,-0.1718,0.0,trailing_stop,31.58
2025-11-22T17:27:56.092773,DOGE-USDT,long,0.1406,0.1406,1080.00000000,-0.0540,0.1519,-0.2059,0.0,trailing_stop,30.00
2025-11-22T17:36:53.106071,SOL-USDT,long,127.9660,126.9200,1.53000000,-1.6004,0.1950,-1.7954,914.508897,trailing_stop,28.57
2025-11-22T17:53:14.339178,DOGE-USDT,long,0.1404,0.1402,1030.00000000,-0.2060,0.1445,-0.3505,4.363081,trailing_stop,27.27
