timestamp,symbol,side,entry_price,exit_price,size,gross_pnl,commission,net_pnl,duration_sec,reason,win_rate
2025-10-20T07:03:58.912692,ETH-USDT,short,4080.0900,4070.9600,0.01499967,0.1369,0.1223,0.0147,1805.295745,max_holding_exceeded,100.00
2025-10-20T08:29:11.219006,BTC-USDT,long,111130.5000,111146.9000,0.00055070,0.0090,0.1224,-0.1134,3601.446358,max_holding_exceeded,50.00
2025-10-20T09:29:23.859065,BTC-USDT,long,111150.0000,110793.5000,0.00055061,-0.1963,0.1222,-0.3185,3603.6138,max_holding_exceeded,33.33
2025-10-20T09:29:38.499166,ETH-USDT,long,4042.8400,4038.9300,0.01513787,-0.0592,0.1223,-0.1815,2686.968869,max_holding_exceeded,25.00
2025-10-20T11:18:19.256931,BTC-USDT,long,110810.8000,110802.0000,0.00055229,-0.0049,0.1224,-0.1273,3603.255185,max_holding_exceeded,20.00
2025-10-20T11:20:15.528962,ETH-USDT,short,4045.1500,4025.1500,0.01512923,0.3026,0.1221,0.1805,3604.563232,max_holding_exceeded,33.33
2025-10-20T12:18:30.169365,BTC-USDT,long,110746.1000,110931.1000,0.00055262,0.1022,0.1225,-0.0203,3601.362826,max_holding_exceeded,28.57
2025-10-20T13:01:49.598532,ETH-USDT,short,4029.5100,4038.5900,0.01518795,-0.1379,0.1225,-0.2604,3602.371153,max_holding_exceeded,25.00
2025-10-20T13:20:46.399581,BTC-USDT,long,110699.4000,110616.0000,0.00055285,-0.0461,0.1224,-0.1685,3602.110803,max_holding_exceeded,22.22
2025-10-20T13:32:01.867006,ETH-USDT,long,4038.8100,4032.0500,0.01515298,-0.1024,0.1223,-0.2247,1802.732908,max_holding_exceeded,20.00
2025-10-20T14:33:00.740864,ETH-USDT,long,4033.0500,4042.0500,0.01517462,0.1366,0.1225,0.0140,1805.647022,max_holding_exceeded,27.27
2025-10-20T15:18:24.081842,ETH-USDT,short,4038.3300,4026.6000,0.01515478,0.1778,0.1222,0.0555,1805.435502,max_holding_exceeded,33.33
